confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
11	1	1	2	2	0.9986762280649293	-4.034697512946302	0.9999999999999999	47.27817541212531	C7H15NO3	[M + H]+	PHIQHXFUZVPYII	InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1	Carnitin	C[N+](C)(C)CC(CC(=O)O)O	-0.800000012	85;288;10918;10917;160907;450345;451225;2724480;10535083;10535084;10559012;10559013;6914103;6914104;10773397;10773398;12302477;12302480;15930740;45038580;46186912;46186913;46216349;46215843;46216189;46216517;46213982;46213983;46214499;46214500;46215500;46215495;46215496;46215497;46215498;46215499;46215501;46215502;46215503;46215504;46215505;46215506;46215507;46215508;46215509;46215510;46215663;46215664;46215665;46215666;46215667;46215668;46215669;46215670;46215671;46215672;46215673;46215674;46215675;46215676;46215677;46215678;46215679;46215680;46215836;46215837;46215838;46215839;46215840;46215841;46215842;46215844;46215845;46215846;46215847;46215848;46215849;46215850;46215851;46216012;46216013;46216014;46216015;46216016;46216017;46216018;46216019;46216020;46216021;46216022;46216023;46216024;46216025;46216026;46216027;46216028;46216029;46216174;46216175;46216176;46216177;46216178;46216179;46216180;46216181;46216182;46216183;46216184;46216185;46216186;46216187;46216188;46216334;46216335;46216336;46216337;46216338;46216339;46216340;46216341;46216342;46216343;46216344;46216345;46216346;46216347;46216348;46216350;46216351;46216513;46216514;46216515;46216516;46216518;46216519;46216520;46216521;46216522;46216523;46216524;46216525;46216526;46780190;46780191;46932131;59324226;59324227;59324230;59324231;71309822;87285198;89059971;89059972;89059973;89059975;89059976;89059977;89059984;89059985;89059993;89059994;117064620;118524994;118524995;129316446;129709323;129709324;129880693;129880694;133687794;133687795	HMDB:(62 62496 62634);PubChem class - food;SuperNatural:(SN00001153 SN00389969 SN00003349);ZINC bio:(ZINC00154729 ZINC03079340);additional;HSDB:(541-15-1);MeSH:(288 10917);Plantcyc:(CARNITINE);PubMed;NORMAN:(NS00009461);COCONUT:(CNP0151897 CNP0334740);Natural Products:(UNPD9107 UNPD143588);PubChem:(85 288 10918 10917 160907 450345 451225 2724480 10535083 10535084 10559012 10559013 6914103 6914104 10773397 10773398 12302477 12302480 15930740 45038580 46186912 46186913 46216349 46215843 46216189 46216517 46213982 46213983 46214499 46214500 46215500 46215495 46215496 46215497 46215498 46215499 46215501 46215502 46215503 46215504 46215505 46215506 46215507 46215508 46215509 46215510 46215663 46215664 46215665 46215666 46215667 46215668 46215669 46215670 46215671 46215672 46215673 46215674 46215675 46215676 46215677 46215678 46215679 46215680 46215836 46215837 46215838 46215839 46215840 46215841 46215842 46215844 46215845 46215846 46215847 46215848 46215849 46215850 46215851 46216012 46216013 46216014 46216015 46216016 46216017 46216018 46216019 46216020 46216021 46216022 46216023 46216024 46216025 46216026 46216027 46216028 46216029 46216174 46216175 46216176 46216177 46216178 46216179 46216180 46216181 46216182 46216183 46216184 46216185 46216186 46216187 46216188 46216334 46216335 46216336 46216337 46216338 46216339 46216340 46216341 46216342 46216343 46216344 46216345 46216346 46216347 46216348 46216350 46216351 46216513 46216514 46216515 46216516 46216518 46216519 46216520 46216521 46216522 46216523 46216524 46216525 46216526 46780190 46780191 46932131 59324226 59324227 59324230 59324231 71309822 87285198 89059971 89059972 89059973 89059975 89059976 89059977 89059984 89059985 89059993 89059994 117064620 118524994 118524995 129316446 129709323 129709324 129880693 129880694 133687794 133687795);CHEBI:(16347 11060 51453 3424 17126 39547);PubChem class - bio and metabolites;KEGG:(C00318 C00487 C15025);PubChem class - safety and toxic;YMDB:(616 188);Training Set;PubChem class - drug;Biocyc:(D-CARNITINE CARNITINE)	255847278	162.11276245117188	35.9769078	3905_fibl_pilot_pos_sirius_4164	4164
12	1	1	1	2	0.9985540773351873	-14.662685379160866	0.9999999999999999	67.71749407885443	C11H22N2O4S	[M + H]+	ZNXZGRMVNNHPCA	InChI=1S/C11H22N2O4S/c1-11(2,7-14)9(16)10(17)13-4-3-8(15)12-5-6-18/h9,14,16,18H,3-7H2,1-2H3,(H,12,15)(H,13,17)	pantetheine	CC(C)(CO)C(C(=O)NCCC(=O)NCCS)O	-1.0	479;439322;90646841;92209449	HMDB:(3426);SuperNatural:(SN00275203);MeSH:(439322);Plantcyc:(CPD-511);PubMed;NORMAN:(NS00043525);COCONUT:(CNP0332663);Natural Products:(UNPD326);PubChem:(479 439322 90646841 92209449);YMDB Mine;CHEBI:(16753);PubChem class - bio and metabolites;KEGG:(C00831);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-511)	34447214958	279.13726806640625	138.913824	5114_fibl_pilot_pos_sirius_5393	5393
13	1	1	1	1	0.9982357406317671	-1.618596825103925	0.9994974874371858	16.600602087064335	C11H12N2O2	[M + Na]+	QIVBCDIJIAJPQS	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)	Pacitron	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	0.719671071	1148;6305;9060;148495;165635;444881;450586;3090777;4099458;5460853;5460842;5460846;5460847;10608299;6923516;6923517;12209732;12209735;12209740;12209741;12209743;12209744;12209745;12209747;12209749;12209751;12209752;12209758;9990558;10998177;10130455;12968609;11063573;10375724;16055314;16055538;18728411;16217284;16217285;22525023;22525024;22525025;25240582;25241001;46783211;51037434;51037435;51037436;54230365;54230366;54230367;59340907;59373185;58478484;58478529;58478567;58478568;58478578;58478580;58478591;58478601;58478603;71752878;71309138;71309644;87528068;88162003;89059443;90793774;101738964;101759576;102176481;101365132;102243993;119077376;118264382;123282542;123759225;122412257;122412258;124202799;132562672;132562673;132562674;132562675;132562676;129716752;129723314;129843791;131698648;129882765;129882951;138986914	HMDB:(929 13609 30396);PubChem class - food;ZINC bio:(ZINC00083315 ZINC00083317);additional;HSDB:(73-22-3);MeSH:(1148 6305 9060);Plantcyc:(D-TRYPTOPHAN TRP);PubMed;NORMAN:(NS00003513);COCONUT:(CNP0167976);KNApSAcK:(1396);Natural Products:(UNPD149555 UNPD173611);PubChem:(1148 6305 9060 148495 165635 444881 450586 3090777 4099458 5460853 5460842 5460846 5460847 10608299 6923516 6923517 12209732 12209735 12209740 12209741 12209743 12209744 12209745 12209747 12209749 12209751 12209752 12209758 9990558 10998177 10130455 12968609 11063573 10375724 16055314 16055538 18728411 16217284 16217285 22525023 22525024 22525025 25240582 25241001 46783211 51037434 51037435 51037436 54230365 54230366 54230367 59340907 59373185 58478484 58478529 58478567 58478568 58478578 58478580 58478591 58478601 58478603 71752878 71309138 71309644 87528068 88162003 89059443 90793774 101738964 101759576 102176481 101365132 102243993 119077376 118264382 123282542 123759225 122412257 122412258 124202799 132562672 132562673 132562674 132562675 132562676 129716752 129723314 129843791 131698648 129882765 129882951 138986914);CHEBI:(57912 32728 27897 32717 32704 64554 32727 57719 16296 32716 32702 16828);PubChem class - bio and metabolites;KEGG:(C00078 C00806 C00525);PubChem class - safety and toxic;YMDB:(998 126);Training Set;PubChem class - drug;Biocyc:(SMA-0000579 TRP D-TRYPTOPHAN)	254798718	227.0787811279297	120.173652	4647_fibl_pilot_pos_sirius_4921	4921
14	1	1	2	2	0.9977744268694629	-0.40649269446535047	0.9999999999999999	76.0221223173582	C11H12N2O2	[M + H]+	QIVBCDIJIAJPQS	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)	Pacitron	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	0.719671071	1148;6305;9060;148495;165635;444881;450586;3090777;4099458;5460853;5460842;5460846;5460847;10608299;6923516;6923517;12209732;12209735;12209740;12209741;12209743;12209744;12209745;12209747;12209749;12209751;12209752;12209758;9990558;10998177;10130455;12968609;11063573;10375724;16055314;16055538;18728411;16217284;16217285;22525023;22525024;22525025;25240582;25241001;46783211;51037434;51037435;51037436;54230365;54230366;54230367;59340907;59373185;58478484;58478529;58478567;58478568;58478578;58478580;58478591;58478601;58478603;71752878;71309138;71309644;87528068;88162003;89059443;90793774;101738964;101759576;102176481;101365132;102243993;119077376;118264382;123282542;123759225;122412257;122412258;124202799;132562672;132562673;132562674;132562675;132562676;129716752;129723314;129843791;131698648;129882765;129882951;138986914	HMDB:(929 13609 30396);PubChem class - food;ZINC bio:(ZINC00083315 ZINC00083317);additional;HSDB:(73-22-3);MeSH:(1148 6305 9060);Plantcyc:(D-TRYPTOPHAN TRP);PubMed;NORMAN:(NS00003513);COCONUT:(CNP0167976);KNApSAcK:(1396);Natural Products:(UNPD149555 UNPD173611);PubChem:(1148 6305 9060 148495 165635 444881 450586 3090777 4099458 5460853 5460842 5460846 5460847 10608299 6923516 6923517 12209732 12209735 12209740 12209741 12209743 12209744 12209745 12209747 12209749 12209751 12209752 12209758 9990558 10998177 10130455 12968609 11063573 10375724 16055314 16055538 18728411 16217284 16217285 22525023 22525024 22525025 25240582 25241001 46783211 51037434 51037435 51037436 54230365 54230366 54230367 59340907 59373185 58478484 58478529 58478567 58478568 58478578 58478580 58478591 58478601 58478603 71752878 71309138 71309644 87528068 88162003 89059443 90793774 101738964 101759576 102176481 101365132 102243993 119077376 118264382 123282542 123759225 122412257 122412258 124202799 132562672 132562673 132562674 132562675 132562676 129716752 129723314 129843791 131698648 129882765 129882951 138986914);CHEBI:(57912 32728 27897 32717 32704 64554 32727 57719 16296 32716 32702 16828);PubChem class - bio and metabolites;KEGG:(C00078 C00806 C00525);PubChem class - safety and toxic;YMDB:(998 126);Training Set;PubChem class - drug;Biocyc:(SMA-0000579 TRP D-TRYPTOPHAN)	254798718	205.09709930419922	120.173652	796_fibl_pilot_pos_sirius_868	868
15	1	1	2	2	0.9970055300651929	-4.8064647680324395	0.9999999999999999	24.407014502743486	C13H25NO4	[M + H]+	VVPRQWTYSNDTEA	InChI=1S/C13H25NO4/c1-5-6-7-8-13(17)18-11(9-12(15)16)10-14(2,3)4/h11H,5-10H2,1-4H3/p+1	Tocris-0526	CCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C	1.60000002	3082079;3246938;3246939;6426853;40469939;45934086;89442450;89442451;129316447;129316448	HMDB:(705 756);SuperNatural:(SN00006703 SN00002989);ZINC bio:(ZINC02517065 ZINC03995625);additional;MeSH:(6426853);PubMed;NORMAN:(NS00015029);COCONUT:(CNP0082632);PubChem:(3082079 3246938 3246939 6426853 40469939 45934086 89442450 89442451 129316447 129316448);CHEBI:(84834 70749);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;Biocyc:(CPD-19739)	87844974	260.1856384277344	187.963494	3144_fibl_pilot_pos_sirius_3375	3375
16	1	1	2	2	0.9965255186024677	-0.34451874500474156	0.9999999999999999	57.95435105188259	C11H12N2O2	[M + H]+	QIVBCDIJIAJPQS	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)	Pacitron	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	0.719671071	1148;6305;9060;148495;165635;444881;450586;3090777;4099458;5460853;5460842;5460846;5460847;10608299;6923516;6923517;12209732;12209735;12209740;12209741;12209743;12209744;12209745;12209747;12209749;12209751;12209752;12209758;9990558;10998177;10130455;12968609;11063573;10375724;16055314;16055538;18728411;16217284;16217285;22525023;22525024;22525025;25240582;25241001;46783211;51037434;51037435;51037436;54230365;54230366;54230367;59340907;59373185;58478484;58478529;58478567;58478568;58478578;58478580;58478591;58478601;58478603;71752878;71309138;71309644;87528068;88162003;89059443;90793774;101738964;101759576;102176481;101365132;102243993;119077376;118264382;123282542;123759225;122412257;122412258;124202799;132562672;132562673;132562674;132562675;132562676;129716752;129723314;129843791;131698648;129882765;129882951;138986914	HMDB:(929 13609 30396);PubChem class - food;ZINC bio:(ZINC00083315 ZINC00083317);additional;HSDB:(73-22-3);MeSH:(1148 6305 9060);Plantcyc:(D-TRYPTOPHAN TRP);PubMed;NORMAN:(NS00003513);COCONUT:(CNP0167976);KNApSAcK:(1396);Natural Products:(UNPD149555 UNPD173611);PubChem:(1148 6305 9060 148495 165635 444881 450586 3090777 4099458 5460853 5460842 5460846 5460847 10608299 6923516 6923517 12209732 12209735 12209740 12209741 12209743 12209744 12209745 12209747 12209749 12209751 12209752 12209758 9990558 10998177 10130455 12968609 11063573 10375724 16055314 16055538 18728411 16217284 16217285 22525023 22525024 22525025 25240582 25241001 46783211 51037434 51037435 51037436 54230365 54230366 54230367 59340907 59373185 58478484 58478529 58478567 58478568 58478578 58478580 58478591 58478601 58478603 71752878 71309138 71309644 87528068 88162003 89059443 90793774 101738964 101759576 102176481 101365132 102243993 119077376 118264382 123282542 123759225 122412257 122412258 124202799 132562672 132562673 132562674 132562675 132562676 129716752 129723314 129843791 131698648 129882765 129882951 138986914);CHEBI:(57912 32728 27897 32717 32704 64554 32727 57719 16296 32716 32702 16828);PubChem class - bio and metabolites;KEGG:(C00078 C00806 C00525);PubChem class - safety and toxic;YMDB:(998 126);Training Set;PubChem class - drug;Biocyc:(SMA-0000579 TRP D-TRYPTOPHAN)	254798718	205.09750366210938	125.00370600000001	4536_fibl_pilot_pos_sirius_4809	4809
17	1	1	2	2	0.9964152629341957	-0.22922936627551507	0.9999999999999999	89.46457508723844	C13H14N2O3	[M + H]+	DZTHIGRZJZPRDV	InChI=1S/C13H14N2O3/c1-8(16)15-12(13(17)18)6-9-7-14-11-5-3-2-4-10(9)11/h2-5,7,12,14H,6H2,1H3,(H,15,16)(H,17,18)	Acetyl-L-trp	CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O	1.10587049	2002;700653;439917;5082560;6923346;6923347;12694423;12694426;11032216;10332250;10332285;18603701;58478590;101115824;101115825;119078606;119078607;131801540	HMDB:(13713);ZINC bio:(ZINC00080812 ZINC00080814);additional;MeSH:(2002 439917 700653);PubMed;NORMAN:(NS00014999);COCONUT:(CNP0293251);Natural Products:(UNPD30823);PubChem:(2002 700653 439917 5082560 6923346 6923347 12694423 12694426 11032216 10332250 10332285 18603701 58478590 101115824 101115825 119078606 119078607 131801540);CHEBI:(70976 143877 74640 16734 133746 57877);PubChem class - bio and metabolites;KEGG:(C03137);PubChem class - safety and toxic;YMDB:(823);Training Set;Biocyc:(N-ACETYL-TRYPTOPHAN N-ACETYL-D-TRYPTOPHAN)	86894958	247.10768127441406	198.793614	2103_fibl_pilot_pos_sirius_2286	2286
18	1	1	2	2	0.9954538756131834	-8.179977269689685	0.9999999999999999	28.148847905141643	C15H22N4O3	[M + H]+	UBMDAKWARMURDL	InChI=1S/C15H22N4O3/c1-22-13-10-11(4-6-12(13)20)5-7-14(21)18-8-2-3-9-19-15(16)17/h4-7,10,20H,2-3,8-9H2,1H3,(H,18,21)(H4,16,17,19)	feruloylagmatine	COC1=C(C=CC(=C1)C=CC(=O)NCCCCN=C(N)N)O	0.971612275	46173375;46173376;54344714;91825723	HMDB:(37107);SuperNatural:(SN00351778);MeSH:(46173376);Plantcyc:(CPD-12236);PubMed;COCONUT:(CNP0306244);Natural Products:(UNPD63430);PubChem:(46173375 46173376 54344714 91825723);CHEBI:(86091 75544 86093);PubChem class - bio and metabolites;KEGG:(C18325);Training Set;Biocyc:(CPD-12236)	20105582	307.1767272949219	138.001668	4493_fibl_pilot_pos_sirius_4766	4766
19	1	1	2	2	0.9951058022150969	-12.020075335031942	0.9999999999999999	42.97734848011617	C15H22N4O3	[M + H]+	UBMDAKWARMURDL	InChI=1S/C15H22N4O3/c1-22-13-10-11(4-6-12(13)20)5-7-14(21)18-8-2-3-9-19-15(16)17/h4-7,10,20H,2-3,8-9H2,1H3,(H,18,21)(H4,16,17,19)	feruloylagmatine	COC1=C(C=CC(=C1)C=CC(=O)NCCCCN=C(N)N)O	0.971612275	46173375;46173376;54344714;91825723	HMDB:(37107);SuperNatural:(SN00351778);MeSH:(46173376);Plantcyc:(CPD-12236);PubMed;COCONUT:(CNP0306244);Natural Products:(UNPD63430);PubChem:(46173375 46173376 54344714 91825723);CHEBI:(86091 75544 86093);PubChem class - bio and metabolites;KEGG:(C18325);Training Set;Biocyc:(CPD-12236)	20105582	307.17578125	150.84393	835_fibl_pilot_pos_sirius_911	911
20	1	1	2	2	0.994936676885714	-1.2551775974738029	0.9999999999999999	54.5061287025501	C11H13NO3	[M + H]+	CBQJSKKFNMDLON	InChI=1S/C11H13NO3/c1-8(13)12-10(11(14)15)7-9-5-3-2-4-6-9/h2-6,10H,7H2,1H3,(H,12,13)(H,14,15)	Afalanina	CC(=O)NC(CC1=CC=CC=C1)C(=O)O	1.07665002	2000;74839;101184;3583502;6928499;6928500;9990691;11117289;11820424;10353033;10398191;18603700;25240402;25240583;25240916;25241362;49791919;49791920;49791921;49791922;101208073;101224435;101224436;101224437;101224438;100958377;100958378	HMDB:(512);SuperNatural:(SN00215784 SN00001115 SN00267742 SN00001114 SN00268315);ZINC bio:(ZINC00135391 ZINC00135392 ZINC70647120);additional;MeSH:(2000 74839);PubMed;NORMAN:(NS00014789);COCONUT:(CNP0244085 CNP0317748);Natural Products:(UNPD32098 UNPD52038);PubChem:(2000 74839 101184 3583502 6928499 6928500 9990691 11117289 11820424 10353033 10398191 18603700 25240402 25240583 25240916 25241362 49791919 49791920 49791921 49791922 101208073 101224435 101224436 101224437 101224438 100958377 100958378);CHEBI:(21626 143878 57702 28203 16259);PubChem class - bio and metabolites;KEGG:(C03519 C05620);YMDB:(860);Training Set;Biocyc:(CPD-439)	20834670	208.0969009399414	190.190718	4895_fibl_pilot_pos_sirius_5172	5172
21	1	1	2	2	0.9948295547013964	-6.4240844705710645	0.9999999999999999	55.11314340256455	C13H15NO5	[M + H]+	PTSRBZOZSRJCKX	InChI=1S/C13H15NO5/c15-11(8-9-4-2-1-3-5-9)14-10(13(18)19)6-7-12(16)17/h1-5,10H,6-8H2,(H,14,15)(H,16,17)(H,18,19)	N-(Phenylacetyl)glutamic acid	C1=CC=C(C=C1)CC(=O)NC(CCC(=O)O)C(=O)O	0.600000024	561868;11579826;19350015;73903962;134067925	COCONUT:(CNP0084102);HMDB:(59772);PubChem:(561868 11579826 19350015 73903962 134067925);CHEBI:(89860);PubMed;KEGG Mine	8592031850	266.10235595703125	174.898788	682_fibl_pilot_pos_sirius_742	742
22	1	1	2	2	0.9943093948557077	-5.159943748314391	0.9999999999999999	34.42964320141227	C10H16N2O3S	[M + H]+	YBJHBAHKTGYVGT	InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)	Appearex	C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2	0.300000012	253;1549077;638035;171548;7005108;7048618;7048619;7048620;7048621;5315463;6347547;6419877;6560210;6604192;6604653;11184136;10444559;18717127;20848889;20848890;22297882;46780807;57036199;54499394;54499396;54499397;54499398;54499400;53442219;60145986;59046094;59079188;59583703;57880183;59921588;76973451;76973452;89014629;89050176;90769758;92173705;91008855;129848804	HMDB:(30);PubChem class - food;SuperNatural:(SN00247755 SN00003540 SN00002818 SN00003537 SN00324143 SN00003539 SN00003538);ZINC bio:(ZINC01532548 ZINC02169824 ZINC02169825 ZINC03830315 ZINC03830316 ZINC03830317 ZINC03830318);additional;HSDB:(58-85-5);MeSH:(171548);Plantcyc:(BIOTIN);PubMed;NORMAN:(NS00005403);COCONUT:(CNP0093958 CNP0177348);KNApSAcK:(756);Natural Products:(UNPD168877 UNPD115628);PubChem:(253 1549077 638035 171548 7005108 7048618 7048619 7048620 7048621 5315463 6347547 6419877 6560210 6604192 6604653 11184136 10444559 18717127 20848889 20848890 22297882 46780807 57036199 54499394 54499396 54499397 54499398 54499400 53442219 60145986 59046094 59079188 59583703 57880183 59921588 76973451 76973452 89014629 89050176 90769758 92173705 91008855 129848804);CHEBI:(57586 94689 95156 15956);PubChem class - bio and metabolites;KEGG:(C00120);PubChem class - safety and toxic;YMDB:(282);Training Set;PubChem class - drug;Biocyc:(BIOTIN POLYPRENYL-PHOSPHATE SMA-0000607 SMA-0000137 ALPHA-L-FUCOSYL-12-BETA-D-GALACTOSYL-R)	255847294	245.09564208984375	159.70371	181_fibl_pilot_pos_sirius_201	201
23	1	1	2	2	0.9941906162098738	-0.5033382750688379	0.9999999999999999	15.908270852572327	C14H20N2O3	[M + H]+	GJNDXQBALKCYSZ	InChI=1S/C14H20N2O3/c1-9(2)12(15)13(17)16-11(14(18)19)8-10-6-4-3-5-7-10/h3-7,9,11-12H,8,15H2,1-2H3,(H,16,17)(H,18,19)	valylphenylalanine	CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N	1.10774088	144746;6993119;6993120;14212831;36689042;36689043;36689044;36689045;36689046;44369299;61157144;61172246;79012900;103869001	COCONUT:(CNP0087132);HMDB:(29134);PubChem:(144746 6993119 6993120 14212831 36689042 36689043 36689044 36689045 36689046 44369299 61157144 61172246 79012900 103869001);SuperNatural:(SN00036122 SN00036119 SN00036120 SN00036121);CHEBI:(75016);ZINC bio:(ZINC01605725 ZINC01605726 ZINC01605727 ZINC01605728);additional;Training Set;PubMed	3694698	265.1551818847656	149.38221000000001	3173_fibl_pilot_pos_sirius_3405	3405
24	1	1	2	2	0.9928991580534047	-4.801777895591928	0.9999999999999999	31.77997844236396	C10H19NO4	[M + H]+	UFAHZIUFPNSHSL	InChI=1S/C10H19NO4/c1-5-10(14)15-8(6-9(12)13)7-11(2,3)4/h8H,5-7H2,1-4H3/p+1	Tocris-0611	CCC(=O)OC(CC(=O)O)C[N+](C)(C)C	0.200000003	107738;107739;157837;188824;451220;451226;9843139;12879828;45934163;46932223;71309925;126519206;126519207;129316412	HMDB:(824 62514);SuperNatural:(SN00002065 SN00002066);ZINC bio:(ZINC01529575 ZINC01529576);additional;HSDB:(17298-37-2);MeSH:(107738 107739);PubMed;NORMAN:(NS00015030);COCONUT:(CNP0082874);Natural Products:(UNPD152946);PubChem:(107738 107739 157837 188824 451220 451226 9843139 12879828 45934163 46932223 71309925 126519206 126519207 129316412);CHEBI:(53211 28867 53210);PubChem class - bio and metabolites;KEGG:(C03017);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-19737)	121432942	218.13876342773438	77.03136	5153_fibl_pilot_pos_sirius_5434	5434
25	1	1	2	2	0.9928932756674999	-4.115356728150663	0.9999999999999999	25.347761828704613	C9H17NO4	[M + H]+	RDHQFKQIGNGIED	InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/p+1	Branigen	CC(=O)OC(CC(=O)O)C[N+](C)(C)C	-0.300000012	1;2;18230;18231;439756;450342;450343;450344;451221;451227;7045767;16213523;25217147;25217148;46214502;46214170;46213985;46213994;46213984;46213986;46213987;46213988;46213989;46213990;46213991;46213992;46213993;46213995;46213996;46213997;46214163;46214164;46214165;46214166;46214167;46214168;46214169;46214171;46214172;46214173;46214174;46214175;46214176;46214335;46214336;46214337;46214338;46214339;46214340;46214341;46214342;46214343;46214344;46214345;46214346;46214347;46214348;46214501;46214503;46214504;45934020;46932132;59324224;59324225;71308984;71309457;71309741;87229113;89059970;89059978;89059979;89059980;89059986;89059987;89059989;89059991;126519203;126519204;129316411	HMDB:(201);SuperNatural:(SN00003437 SN00003438);ZINC bio:(ZINC03644164 ZINC03644165);additional;HSDB:(3040-38-8);MeSH:(1 439756 7045767);PubMed;NORMAN:(NS00015026);COCONUT:(CNP0341011 CNP0408704);Natural Products:(UNPD80983);PubChem:(1 2 18230 18231 439756 450342 450343 450344 451221 451227 7045767 16213523 25217147 25217148 46214502 46214170 46213985 46213994 46213984 46213986 46213987 46213988 46213989 46213990 46213991 46213992 46213993 46213995 46213996 46213997 46214163 46214164 46214165 46214166 46214167 46214168 46214169 46214171 46214172 46214173 46214174 46214175 46214176 46214335 46214336 46214337 46214338 46214339 46214340 46214341 46214342 46214343 46214344 46214345 46214346 46214347 46214348 46214501 46214503 46214504 45934020 46932132 59324224 59324225 71308984 71309457 71309741 87229113 89059970 89059978 89059979 89059980 89059986 89059987 89059989 89059991 126519203 126519204 129316411);CHEBI:(86045 57589 15960 73024);PubChem class - bio and metabolites;KEGG:(C02571);PubChem class - safety and toxic;YMDB:(617 351);Training Set;PubChem class - drug;Biocyc:(O-ACETYLCARNITINE)	121498478	204.1232452392578	48.1800828	5277_fibl_pilot_pos_sirius_5561	5561
26	1	1	2	2	0.9927839003606087	-4.377060939013506	0.9999999999999999	23.586288968460458	C9H17NO4	[M + H]+	RDHQFKQIGNGIED	InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/p+1	Branigen	CC(=O)OC(CC(=O)O)C[N+](C)(C)C	-0.300000012	1;2;18230;18231;439756;450342;450343;450344;451221;451227;7045767;16213523;25217147;25217148;46214502;46214170;46213985;46213994;46213984;46213986;46213987;46213988;46213989;46213990;46213991;46213992;46213993;46213995;46213996;46213997;46214163;46214164;46214165;46214166;46214167;46214168;46214169;46214171;46214172;46214173;46214174;46214175;46214176;46214335;46214336;46214337;46214338;46214339;46214340;46214341;46214342;46214343;46214344;46214345;46214346;46214347;46214348;46214501;46214503;46214504;45934020;46932132;59324224;59324225;71308984;71309457;71309741;87229113;89059970;89059978;89059979;89059980;89059986;89059987;89059989;89059991;126519203;126519204;129316411	HMDB:(201);SuperNatural:(SN00003437 SN00003438);ZINC bio:(ZINC03644164 ZINC03644165);additional;HSDB:(3040-38-8);MeSH:(1 439756 7045767);PubMed;NORMAN:(NS00015026);COCONUT:(CNP0341011 CNP0408704);Natural Products:(UNPD80983);PubChem:(1 2 18230 18231 439756 450342 450343 450344 451221 451227 7045767 16213523 25217147 25217148 46214502 46214170 46213985 46213994 46213984 46213986 46213987 46213988 46213989 46213990 46213991 46213992 46213993 46213995 46213996 46213997 46214163 46214164 46214165 46214166 46214167 46214168 46214169 46214171 46214172 46214173 46214174 46214175 46214176 46214335 46214336 46214337 46214338 46214339 46214340 46214341 46214342 46214343 46214344 46214345 46214346 46214347 46214348 46214501 46214503 46214504 45934020 46932132 59324224 59324225 71308984 71309457 71309741 87229113 89059970 89059978 89059979 89059980 89059986 89059987 89059989 89059991 126519203 126519204 129316411);CHEBI:(86045 57589 15960 73024);PubChem class - bio and metabolites;KEGG:(C02571);PubChem class - safety and toxic;YMDB:(617 351);Training Set;PubChem class - drug;Biocyc:(O-ACETYLCARNITINE)	121498478	204.12315368652344	95.929764	3419_fibl_pilot_pos_sirius_3666	3666
